,alpha,beta,gamma,tau,scf_bs,nn_scf_bs
373,31,0.4,8,1,0.746337129,0.8242374
374,40,0.4,8,1,0.746314845,0.8368657
375,4,0.5,8,1,1.084316704,1.2894186
376,13,0.5,8,1,1.097603078,1.3210828
377,22,0.5,8,1,1.097809966,1.3441151
378,31,0.5,8,1,1.09800516,1.3623515
379,40,0.5,8,1,0.977722452,1.3749193
380,4,0.6,8,1,1.750836952,1.7922841
381,13,0.6,8,1,1.780444174,1.8325974
382,22,0.6,8,1,1.781000907,1.8481457
383,31,0.6,8,1,1.781398336,1.8585095
384,40,0.6,8,1,1.781521479,1.8638444
385,4,0.7,8,1,2.152441219,2.206319
386,13,0.7,8,1,2.193690436,2.2521207
387,22,0.7,8,1,2.194435694,2.257195
388,31,0.7,8,1,2.194915266,2.2571194
389,40,0.7,8,1,2.195259396,2.2531652
390,4,0.2,20,1,1.137745062,1.2833047
391,13,0.2,20,1,1.151896362,1.2938728
392,22,0.2,20,1,1.151974804,1.2975271
393,31,0.2,20,1,1.151552661,1.2950894
394,40,0.2,20,1,1.151940994,1.2877393
395,4,0.3,20,1,2.897758872,2.8312807
396,13,0.3,20,1,3.007321107,2.9306827
397,22,0.3,20,1,3.007437865,2.946906
398,31,0.3,20,1,3.007540315,2.9566588
399,40,0.3,20,1,3.007553958,2.9683535
400,4,0.4,20,1,4.211512918,4.3108916
401,13,0.4,20,1,4.486356088,4.5707707
402,22,0.4,20,1,4.486737578,4.5815525
403,31,0.4,20,1,4.48683342,4.587131
404,40,0.4,20,1,4.486770527,4.6108136
405,4,0.5,20,1,5.306126223,5.397959
406,13,0.5,20,1,5.843248407,5.8868775
407,22,0.5,20,1,5.843575257,5.887007
408,31,0.5,20,1,5.844108788,5.8759537
409,40,0.5,20,1,5.844120334,5.8950047
410,4,0.6,20,1,6.114680568,6.0171432
411,13,0.6,20,1,6.90319637,6.7581463
412,22,0.6,20,1,6.904205461,6.7578654
413,31,0.6,20,1,6.904902718,6.7343407
414,40,0.6,20,1,6.904428907,6.745563
415,4,0.7,20,1,6.498360253,6.2841434
416,13,0.7,20,1,7.333633616,7.203863
417,22,0.7,20,1,7.334610221,7.2147474
418,31,0.7,20,1,7.334669533,7.188644
419,40,0.7,20,1,7.335120066,7.195577
420,4,0.2,32,1,3.378393638,3.3392942
421,13,0.2,32,1,3.48175102,3.4577541
422,22,0.2,32,1,3.481989686,3.4381592
423,31,0.2,32,1,3.486214211,3.4187727
424,40,0.2,32,1,3.481637024,3.4168787
425,4,0.3,32,1,5.712549255,5.7351117
